,time,open,high,low,close,volume,ticker
98,2014-06-04,9750,9830,9670,9830,8250,OPC
99,2014-06-05,9830,9900,9830,9900,2530,OPC
100,2014-06-06,9900,9900,9830,9830,500,OPC
101,2014-06-09,9670,9670,9670,9670,100,OPC
102,2014-06-10,9750,9750,9590,9750,750,OPC
103,2014-06-11,9750,9750,9750,9750,0,OPC
104,2014-06-12,9670,9670,9670,9670,600,OPC
105,2014-06-13,9830,9830,9670,9830,3170,OPC
106,2014-06-16,9830,9830,9830,9830,0,OPC
107,2014-06-17,9900,9900,9750,9830,13440,OPC
108,2014-06-18,9830,9830,9670,9670,6500,OPC
109,2014-06-19,9670,9670,9670,9670,80,OPC
110,2014-06-20,9590,9590,9430,9430,480,OPC
111,2014-06-23,9430,9430,9430,9430,0,OPC
112,2014-06-24,9360,10060,9360,10060,1000,OPC
113,2014-06-25,10060,10060,10060,10060,0,OPC
114,2014-06-26,9750,9750,9750,9750,170,OPC
115,2014-06-27,9750,9750,9750,9750,70,OPC
116,2014-06-30,9750,9750,9750,9750,520,OPC
117,2014-07-01,9750,9750,9750,9750,330,OPC
118,2014-07-02,9750,9750,9750,9750,200,OPC
119,2014-07-03,9590,9750,9590,9750,110,OPC
120,2014-07-04,9510,9670,9430,9670,6390,OPC
121,2014-07-07,9670,9750,9510,9750,3280,OPC
122,2014-07-08,9830,9830,9830,9830,10,OPC
123,2014-07-09,9750,9750,9750,9750,1000,OPC
124,2014-07-10,9590,9750,9590,9750,1200,OPC
125,2014-07-11,9750,9750,9750,9750,0,OPC
126,2014-07-14,9750,9750,9750,9750,350,OPC
127,2014-07-15,9750,9830,9750,9830,1050,OPC
128,2014-07-16,9830,9900,9670,9900,3030,OPC
129,2014-07-17,9900,10300,9900,10300,6250,OPC
130,2014-07-18,9980,9980,9830,9830,1350,OPC
131,2014-07-21,9830,9900,9830,9900,5570,OPC
132,2014-07-22,9830,9830,9750,9750,3020,OPC
133,2014-07-23,10060,10060,10060,10060,10,OPC
134,2014-07-24,9670,9980,9590,9980,6540,OPC
135,2014-07-25,9900,9900,9670,9670,2360,OPC
136,2014-07-28,9750,9750,9670,9670,2600,OPC
137,2014-07-29,9670,9750,9670,9750,1900,OPC
138,2014-07-30,9750,9750,9750,9750,0,OPC
139,2014-07-31,9670,9750,9670,9750,880,OPC
140,2014-08-01,9830,9830,9830,9830,1230,OPC
141,2014-08-04,9830,9830,9830,9830,150,OPC
142,2014-08-05,9900,9900,9900,9900,1960,OPC
143,2014-08-06,9830,9830,9830,9830,1250,OPC
144,2014-08-07,9830,9830,9830,9830,1000,OPC
145,2014-08-08,9670,9980,9670,9980,3070,OPC
146,2014-08-11,9900,9980,9900,9980,200,OPC
147,2014-08-12,9830,9830,9830,9830,90,OPC
148,2014-08-13,9830,9830,9670,9830,2570,OPC
149,2014-08-14,9830,9830,9750,9830,2780,OPC
150,2014-08-15,9830,9830,9830,9830,6180,OPC
151,2014-08-18,9750,9830,9750,9750,12460,OPC
152,2014-08-19,9750,9750,9670,9670,14020,OPC
153,2014-08-20,9670,9670,9670,9670,8200,OPC
154,2014-08-21,9670,9670,9590,9670,13850,OPC
155,2014-08-22,9670,9670,9670,9670,8710,OPC
156,2014-08-25,9670,9670,9360,9360,1300,OPC
157,2014-08-26,9430,9670,9430,9670,140,OPC
158,2014-08-27,9670,9670,9670,9670,0,OPC
159,2014-08-28,9510,9510,9510,9510,250,OPC
160,2014-08-29,9510,9510,9510,9510,4000,OPC
161,2014-09-03,9510,9590,9510,9510,29000,OPC
162,2014-09-04,9510,9510,9510,9510,9000,OPC
163,2014-09-05,9360,9670,9360,9670,2010,OPC
164,2014-09-08,9360,9670,9360,9670,1020,OPC
165,2014-09-09,9670,9670,9430,9430,4330,OPC
166,2014-09-10,9430,9510,9430,9510,1560,OPC
167,2014-09-11,9510,9510,9510,9510,520,OPC
168,2014-09-12,9670,9670,9510,9670,1810,OPC
169,2014-09-15,9510,9510,9510,9510,100,OPC
170,2014-09-16,9510,9510,9430,9430,2470,OPC
171,2014-09-17,9510,9510,9510,9510,4950,OPC
172,2014-09-18,9510,9670,9430,9670,9000,OPC
173,2014-09-19,9590,9590,9590,9590,10,OPC
174,2014-09-22,9510,9510,9510,9510,1050,OPC
175,2014-09-23,9510,9510,9510,9510,3150,OPC
176,2014-09-24,9510,9510,9510,9510,7900,OPC
177,2014-09-25,9430,9430,9430,9430,9970,OPC
178,2014-09-26,9360,9670,9360,9670,1100,OPC
179,2014-09-29,9670,9670,9670,9670,0,OPC
180,2014-09-30,9430,9430,9430,9430,200,OPC
181,2014-10-01,9430,9430,9430,9430,2300,OPC
182,2014-10-02,9360,9360,9360,9360,100,OPC
183,2014-10-03,9360,9360,9360,9360,9230,OPC
184,2014-10-06,9360,9430,9360,9430,1900,OPC
185,2014-10-07,9430,9430,9430,9430,500,OPC
186,2014-10-08,9430,9510,9430,9510,2320,OPC
187,2014-10-09,9510,9510,9510,9510,800,OPC
188,2014-10-10,9510,9510,9430,9430,3660,OPC
189,2014-10-13,9360,9360,9360,9360,300,OPC
190,2014-10-14,9360,9510,9360,9510,8130,OPC
191,2014-10-15,9360,9360,9360,9360,420,OPC
192,2014-10-16,9360,9360,9360,9360,4460,OPC
193,2014-10-17,9360,9360,9360,9360,0,OPC
194,2014-10-20,9670,9670,9360,9360,4610,OPC
195,2014-10-21,9360,9360,9360,9360,13210,OPC
196,2014-10-22,9360,9360,9360,9360,5000,OPC
197,2014-10-23,9360,9360,9280,9280,10000,OPC
198,2014-10-24,9360,9360,9360,9360,500,OPC
199,2014-10-27,9360,9360,9360,9360,0,OPC
200,2014-10-28,9200,9360,9200,9360,250,OPC
201,2014-10-29,9360,9360,9360,9360,180,OPC
202,2014-10-30,9360,9360,9360,9360,1050,OPC
203,2014-10-31,9360,9360,9360,9360,920,OPC
204,2014-11-03,9360,9510,9360,9510,20,OPC
205,2014-11-04,9670,10140,9670,10060,41820,OPC
206,2014-11-05,10140,10300,9830,10060,22920,OPC
207,2014-11-06,10060,10060,9900,9900,13010,OPC
208,2014-11-07,9980,9980,9830,9900,26950,OPC
209,2014-11-10,9830,9900,9830,9830,2820,OPC
210,2014-11-11,9200,9830,9200,9830,10600,OPC
211,2014-11-12,9830,9830,9280,9590,28420,OPC
212,2014-11-13,9590,9590,9360,9360,17450,OPC
213,2014-11-14,9830,9830,9360,9470,6410,OPC
214,2014-11-17,9590,9590,9360,9360,810,OPC
215,2014-11-18,9190,9290,9190,9290,1700,OPC
216,2014-11-19,9120,9120,8900,8950,4280,OPC
217,2014-11-20,8770,8900,8430,8900,4180,OPC
218,2014-11-21,9120,9340,9120,9340,1920,OPC
219,2014-11-24,9340,9360,9120,9190,990,OPC
220,2014-11-25,8770,9210,8770,9170,8350,OPC
221,2014-11-26,9150,9190,9120,9120,1790,OPC
222,2014-11-27,8900,9240,8660,9240,50,OPC
223,2014-11-28,9360,9360,9240,9360,220,OPC
224,2014-12-01,8900,8900,8900,8900,310,OPC
225,2014-12-02,9240,9240,9240,9240,340,OPC
226,2014-12-03,9340,9360,9120,9360,260,OPC
227,2014-12-04,9440,9440,9080,9080,540,OPC
228,2014-12-05,9360,9360,9120,9120,4920,OPC
229,2014-12-08,9120,9120,9100,9100,3370,OPC
230,2014-12-09,9100,9100,8900,8900,3310,OPC
231,2014-12-10,8770,9000,8770,9000,8220,OPC
232,2014-12-11,8900,8980,8900,8900,2680,OPC
233,2014-12-12,8900,8900,8870,8870,16660,OPC
234,2014-12-15,9000,9000,8870,8870,1210,OPC
235,2014-12-16,8900,8900,8660,8660,4260,OPC
236,2014-12-17,8900,9000,8300,8400,13670,OPC
237,2014-12-18,8970,8970,8940,8970,5500,OPC
238,2014-12-19,8970,8970,8970,8970,0,OPC
239,2014-12-22,9150,9390,8910,9320,1250,OPC
240,2014-12-23,9150,9390,9150,9390,1250,OPC
241,2014-12-24,9390,9390,9370,9390,33500,OPC
242,2014-12-25,9320,9390,9320,9390,85040,OPC
243,2014-12-26,9390,9390,8730,8730,11490,OPC
244,2014-12-29,9150,9150,8610,9150,970,OPC
245,2014-12-30,9240,9320,9240,9320,11550,OPC
246,2014-12-31,9340,9390,9320,9370,25570,OPC
247,2015-01-05,9370,9390,9270,9390,58770,OPC
248,2015-01-06,9190,9270,9190,9270,2730,OPC
249,2015-01-07,9290,9390,9290,9390,430,OPC
250,2015-01-08,9150,9390,9020,9370,53090,OPC
251,2015-01-09,9370,9390,9370,9370,1530,OPC
252,2015-01-12,9390,9390,9370,9390,8730,OPC
253,2015-01-13,9390,9390,8730,9270,11810,OPC
254,2015-01-14,9270,9390,9270,9270,3860,OPC
255,2015-01-15,9450,9450,9370,9370,830,OPC
256,2015-01-16,9420,9420,9400,9400,760,OPC
257,2015-01-19,9390,9390,9340,9390,3640,OPC
258,2015-01-20,9390,9390,9290,9370,5240,OPC
259,2015-01-21,9390,9390,9390,9390,7500,OPC
260,2015-01-22,9390,9390,9150,9340,5530,OPC
261,2015-01-23,9390,9390,9340,9340,9800,OPC
262,2015-01-26,9370,9370,9370,9370,50,OPC
263,2015-01-27,9370,9390,9270,9270,410,OPC
264,2015-01-28,9290,9290,9290,9290,5450,OPC
265,2015-01-29,9390,9390,9270,9270,630,OPC
266,2015-01-30,9390,9390,9390,9390,10,OPC
267,2015-02-02,9370,9370,9270,9270,220,OPC
268,2015-02-03,9270,9390,9270,9370,35320,OPC
269,2015-02-04,9390,9390,9390,9390,2260,OPC
270,2015-02-05,9450,9450,9390,9450,400,OPC
271,2015-02-06,9450,9450,9450,9450,0,OPC
272,2015-02-09,9290,9390,9290,9390,39510,OPC
273,2015-02-10,9390,9390,9390,9390,350,OPC
274,2015-02-11,9630,9630,9630,9630,100,OPC
275,2015-02-12,9630,9630,9630,9630,10,OPC
276,2015-02-13,9450,9450,9450,9450,10,OPC
277,2015-02-24,9450,9450,9450,9450,150,OPC
278,2015-02-25,9480,9480,9390,9400,6330,OPC
279,2015-02-26,9420,9420,9390,9390,510,OPC
280,2015-02-27,9270,9390,9270,9390,940,OPC
281,2015-03-02,9400,9400,9320,9320,17200,OPC
282,2015-03-03,9390,9390,9270,9290,1630,OPC
283,2015-03-04,9400,9400,9390,9390,110,OPC
284,2015-03-05,9390,9390,9390,9390,0,OPC
285,2015-03-06,9400,9400,9370,9370,310,OPC
286,2015-03-09,9370,9370,9370,9370,380,OPC
287,2015-03-10,9370,9370,9370,9370,0,OPC
288,2015-03-11,9190,9370,9190,9370,40,OPC
289,2015-03-12,9370,9370,9370,9370,1000,OPC
290,2015-03-13,9370,9390,9370,9370,6110,OPC
291,2015-03-16,9290,9290,9290,9290,10,OPC
292,2015-03-17,8910,9370,8910,9370,480,OPC
293,2015-03-18,9370,9370,9370,9370,0,OPC
294,2015-03-19,9390,9390,9390,9390,4590,OPC
295,2015-03-20,9390,9390,9390,9390,0,OPC
296,2015-03-23,9390,9390,9390,9390,0,OPC
297,2015-03-24,10040,10040,9270,9270,550,OPC
298,2015-03-25,9270,9270,9270,9270,2000,OPC
299,2015-03-26,9150,9150,8910,8910,2500,OPC
300,2015-03-27,9020,9020,9020,9020,1300,OPC
301,2015-03-30,8910,8910,8910,8910,500,OPC
302,2015-03-31,8910,8910,8880,8910,1010,OPC
303,2015-04-01,8910,8910,8910,8910,0,OPC
304,2015-04-02,8910,8910,8910,8910,1100,OPC
305,2015-04-03,8450,8450,8450,8450,10,OPC
306,2015-04-06,8990,8990,8990,8990,100,OPC
307,2015-04-07,8910,9040,8910,9040,1060,OPC
308,2015-04-08,8930,8930,8930,8930,900,OPC
309,2015-04-09,9120,9150,9020,9020,560,OPC
310,2015-04-10,9150,9240,9070,9070,2670,OPC
311,2015-04-13,9070,9120,9070,9100,5350,OPC
312,2015-04-14,9070,9070,9070,9070,1000,OPC
313,2015-04-15,9070,9070,9070,9070,30,OPC
314,2015-04-16,8910,9150,8910,9150,4740,OPC
315,2015-04-17,9150,9150,9150,9150,3300,OPC
316,2015-04-20,8910,9190,8910,9190,5970,OPC
317,2015-04-21,9190,9190,9190,9190,0,OPC
318,2015-04-22,9150,9150,9020,9020,1100,OPC
319,2015-04-23,9020,9070,9020,9020,3710,OPC
320,2015-04-24,8910,8910,8910,8910,11300,OPC
321,2015-04-27,8910,8910,8910,8910,470,OPC
322,2015-05-04,8910,8910,8910,8910,700,OPC
323,2015-05-05,9150,9150,8910,8910,3500,OPC
324,2015-05-06,8940,8940,8910,8910,2300,OPC
325,2015-05-07,8910,9150,8910,9150,50,OPC
326,2015-05-08,9020,9390,9020,9340,1260,OPC
327,2015-05-11,9150,9150,8910,8910,410,OPC
328,2015-05-12,8910,8910,8910,8910,4120,OPC
329,2015-05-13,8810,8810,8810,8810,500,OPC
330,2015-05-14,8780,8780,8760,8760,2190,OPC
331,2015-05-15,8880,8910,8780,8780,13850,OPC
332,2015-05-18,8910,8910,8780,8810,15020,OPC
333,2015-05-19,8780,8910,8780,8910,3290,OPC
334,2015-05-20,8910,8910,8910,8910,5620,OPC
335,2015-05-21,9020,9020,8910,9020,4520,OPC
336,2015-05-22,9100,9100,8970,8970,3020,OPC
337,2015-05-25,8910,8930,8910,8910,4580,OPC
338,2015-05-26,8910,8910,8780,8910,25300,OPC
339,2015-05-27,8780,8780,8730,8730,5920,OPC
340,2015-05-28,8730,8910,8710,8710,6820,OPC
341,2015-05-29,8910,8910,8530,8780,2030,OPC
342,2015-06-01,8830,8830,8660,8750,7600,OPC
343,2015-06-02,8780,8780,8780,8780,10,OPC
344,2015-06-03,8680,8680,8660,8660,1320,OPC
345,2015-06-04,8660,8830,8660,8830,4190,OPC
346,2015-06-05,8680,8880,8680,8680,2140,OPC
347,2015-06-08,8680,8730,8680,8680,2430,OPC
348,2015-06-09,8680,8680,8189,8630,4480,OPC
349,2015-06-10,8600,8750,8530,8530,7850,OPC
350,2015-06-11,8530,8530,8530,8530,8260,OPC
351,2015-06-12,8530,8530,8530,8530,8760,OPC
352,2015-06-15,8530,8660,8530,8630,7400,OPC
353,2015-06-16,8660,8660,8660,8660,4980,OPC
354,2015-06-17,8660,8660,8660,8660,3000,OPC
355,2015-06-18,8660,8660,8600,8600,4780,OPC
356,2015-06-19,8600,8660,8580,8580,3540,OPC
357,2015-06-22,8600,8600,8500,8550,5180,OPC
358,2015-06-23,8580,8580,8470,8530,4860,OPC
359,2015-06-24,8500,8660,8470,8530,5790,OPC
360,2015-06-25,8530,8660,8530,8580,14010,OPC
361,2015-06-26,8660,8660,8410,8660,20030,OPC
362,2015-06-29,8440,8440,8440,8440,3100,OPC
363,2015-06-30,8440,8580,8410,8440,9050,OPC
364,2015-07-01,8440,8470,8440,8440,38020,OPC
365,2015-07-02,8390,8440,8360,8440,22350,OPC
366,2015-07-03,8390,8390,8330,8330,25800,OPC
367,2015-07-06,8550,8550,8310,8330,32500,OPC
368,2015-07-07,8330,8330,8280,8310,31500,OPC
369,2015-07-08,8280,8310,8240,8270,32930,OPC
370,2015-07-09,8270,8270,8010,8010,145070,OPC
371,2015-07-10,8010,8160,7920,8160,61220,OPC
372,2015-07-13,8160,8280,8160,8160,12120,OPC
373,2015-07-14,7920,7940,7920,7920,33000,OPC
374,2015-07-15,7920,8039,7860,7860,44250,OPC
375,2015-07-16,7920,8010,7890,8010,43010,OPC
376,2015-07-17,7860,8160,7840,8160,47000,OPC
377,2015-07-20,8039,8130,7860,8130,83950,OPC
378,2015-07-21,8130,8130,7860,7860,40890,OPC
379,2015-07-22,7860,7920,7860,7860,20120,OPC
380,2015-07-23,7860,8010,7860,8010,22510,OPC
381,2015-07-24,8039,8160,7970,7970,2830,OPC
382,2015-07-27,7970,8050,7970,8050,910,OPC
383,2015-07-28,8160,8160,8109,8109,4290,OPC
384,2015-07-29,8160,8160,8109,8109,3020,OPC
385,2015-07-30,8109,8160,8109,8160,39110,OPC
386,2015-07-31,8160,8160,8109,8109,4000,OPC
387,2015-08-03,8050,8080,8050,8080,370,OPC
388,2015-08-04,8080,8109,8080,8109,34620,OPC
389,2015-08-05,8109,8109,8109,8109,1000,OPC
390,2015-08-06,8160,8160,8160,8160,42800,OPC
391,2015-08-07,8109,8109,8109,8109,2070,OPC
392,2015-08-10,8109,8109,8109,8109,100,OPC
393,2015-08-11,8109,8109,8109,8109,8760,OPC
394,2015-08-12,8160,8160,8050,8050,10210,OPC
395,2015-08-13,8010,8050,8010,8050,5600,OPC
396,2015-08-14,7920,8050,7920,8000,8900,OPC
397,2015-08-17,7970,7970,7970,7970,200,OPC
398,2015-08-18,7970,8160,7940,8160,1260,OPC
399,2015-08-19,8270,8270,8050,8050,1880,OPC
400,2015-08-20,8039,8039,8039,8039,1500,OPC
401,2015-08-21,8039,8039,7920,8010,2280,OPC
402,2015-08-24,7920,7920,7920,7920,12240,OPC
403,2015-08-25,7420,7790,7420,7790,3880,OPC
404,2015-08-26,7840,7840,7840,7840,90,OPC
405,2015-08-27,7840,7840,7840,7840,0,OPC
406,2015-08-28,7920,7920,7920,7920,30,OPC
407,2015-08-31,7920,7920,7920,7920,7060,OPC
408,2015-09-01,7470,7470,7470,7470,10,OPC
409,2015-09-03,7470,7660,7470,7660,3010,OPC
410,2015-09-04,7720,7720,7720,7720,10,OPC
411,2015-09-07,7920,8010,7920,7920,1370,OPC
412,2015-09-08,7920,8010,7920,8010,8010,OPC
413,2015-09-09,8130,8160,8130,8160,10900,OPC
414,2015-09-10,8730,8730,8039,8130,32640,OPC
415,2015-09-11,8160,8160,8130,8160,1850,OPC
416,2015-09-14,8280,8280,8130,8130,20270,OPC
417,2015-09-15,8130,8160,8039,8080,15500,OPC
418,2015-09-16,8080,8109,8039,8080,16450,OPC
419,2015-09-17,8050,8080,8039,8039,37260,OPC
420,2015-09-18,8080,8580,8080,8550,2950,OPC
421,2015-09-21,8810,8810,8350,8380,460,OPC
422,2015-09-22,8380,8380,8150,8150,8020,OPC
423,2015-09-23,8380,8380,8380,8380,10,OPC
424,2015-09-24,8870,8920,8330,8330,280,OPC
425,2015-09-25,8330,8410,8330,8350,2800,OPC
426,2015-09-28,8350,8660,8330,8460,23760,OPC
427,2015-09-29,8460,8460,8350,8440,32120,OPC
428,2015-09-30,8780,8780,8670,8670,2350,OPC
429,2015-10-01,8780,8780,8670,8670,110,OPC
430,2015-10-02,8720,8720,8570,8570,270,OPC
431,2015-10-05,8039,8540,8039,8510,1100,OPC
432,2015-10-06,7990,8440,7990,8370,1930,OPC
433,2015-10-07,8440,8440,8400,8440,2210,OPC
434,2015-10-08,8370,8400,8280,8400,2110,OPC
435,2015-10-09,8130,8510,8130,8510,3150,OPC
436,2015-10-12,8720,8720,8440,8440,370,OPC
437,2015-10-13,8280,8570,8280,8570,1270,OPC
438,2015-10-14,8440,8470,8400,8440,900,OPC
439,2015-10-15,8130,8490,8130,8440,650,OPC
440,2015-10-16,8340,8490,8340,8490,4060,OPC
441,2015-10-19,8720,8720,8570,8570,630,OPC
442,2015-10-20,8720,8720,8230,8230,320,OPC
443,2015-10-21,8570,8780,8440,8470,26160,OPC
444,2015-10-22,8570,8720,8490,8490,660,OPC
445,2015-10-23,8720,8720,8700,8720,230,OPC
446,2015-10-26,8490,8490,8440,8440,1900,OPC
447,2015-10-27,8440,8470,8440,8470,1810,OPC
448,2015-10-28,8510,8510,8470,8490,1160,OPC
449,2015-10-29,8490,8510,8490,8510,510,OPC
450,2015-10-30,8470,8510,8470,8510,1190,OPC
451,2015-11-02,8510,8700,8340,8700,7020,OPC
452,2015-11-03,8540,8570,8510,8570,13300,OPC
453,2015-11-04,8720,8720,8600,8600,8200,OPC
454,2015-11-05,8720,8720,8700,8720,350,OPC
455,2015-11-06,8720,8880,8720,8820,3330,OPC
456,2015-11-09,8930,8980,8880,8950,5460,OPC
457,2015-11-10,8950,8950,8880,8880,1020,OPC
458,2015-11-11,8910,8910,8880,8880,1010,OPC
459,2015-11-12,8880,9170,8880,9170,2830,OPC
460,2015-11-13,9230,9800,9170,9760,34520,OPC
461,2015-11-16,9760,10080,9760,10080,10020,OPC
462,2015-11-17,10310,10310,9760,10030,1040,OPC
463,2015-11-18,9400,10060,9400,10060,1050,OPC
464,2015-11-19,10060,10060,9900,9900,4280,OPC
465,2015-11-20,10060,10500,9760,10500,56390,OPC
466,2015-11-23,10500,10500,9800,10310,1450,OPC
467,2015-11-24,10060,10300,9900,10300,2300,OPC
468,2015-11-25,9640,10310,9640,10310,220,OPC
469,2015-11-26,10350,10350,10060,10310,7560,OPC
470,2015-11-27,10060,10500,10060,10500,79250,OPC
471,2015-11-30,9850,10350,9830,10350,1980,OPC
472,2015-12-01,9760,9900,9760,9900,1100,OPC
473,2015-12-02,10410,10410,9930,9930,20980,OPC
474,2015-12-03,10350,10350,10210,10350,1050,OPC
475,2015-12-04,10350,10410,10350,10350,14110,OPC
476,2015-12-07,10350,10470,9900,10350,5570,OPC
477,2015-12-08,10410,10410,10350,10350,940,OPC
478,2015-12-09,10410,10410,10350,10410,1600,OPC
479,2015-12-10,10350,10350,10350,10350,10,OPC
480,2015-12-11,10000,10000,10000,10000,2000,OPC
481,2015-12-14,10000,10500,10000,10470,13740,OPC
482,2015-12-15,10470,10470,10210,10210,3900,OPC
483,2015-12-16,10350,10440,10350,10440,11390,OPC
484,2015-12-17,9900,10350,9900,10350,2130,OPC
485,2015-12-18,10350,10350,10210,10210,1600,OPC
486,2015-12-21,10350,10500,10350,10350,3500,OPC
487,2015-12-22,10500,10500,10350,10350,130,OPC
488,2015-12-23,10350,10500,10350,10350,18210,OPC
489,2015-12-24,10350,10350,10350,10350,0,OPC
490,2015-12-25,10350,10350,10030,10060,21640,OPC
491,2015-12-28,9380,10300,9380,10210,2000,OPC
492,2015-12-29,10210,10240,10210,10240,930,OPC
493,2015-12-30,10300,10350,10300,10310,1370,OPC
494,2015-12-31,10350,10350,10310,10350,20460,OPC
495,2016-01-04,10350,10350,10350,10350,2310,OPC
496,2016-01-05,10300,10310,10060,10310,3990,OPC
497,2016-01-06,10060,10060,10060,10060,470,OPC
498,2016-01-07,10060,10300,10060,10060,5030,OPC
499,2016-01-08,10060,10060,10030,10030,1260,OPC
500,2016-01-11,10030,10030,9460,9460,140,OPC
501,2016-01-12,9170,9170,9170,9170,50,OPC
502,2016-01-13,9320,9590,9320,9590,60,OPC
503,2016-01-14,9590,9590,9590,9590,0,OPC
