,time,open,high,low,close,volume,ticker
70,2014-04-22,8420,8420,7910,7910,430,VMD
71,2014-04-23,7910,8170,7660,7660,9100,VMD
72,2014-04-24,7860,8010,7710,8010,6670,VMD
73,2014-04-25,8520,8520,8370,8370,30810,VMD
74,2014-04-28,8220,8220,8170,8170,20,VMD
75,2014-04-29,8060,8109,8010,8109,2800,VMD
76,2014-05-05,8109,8170,8109,8109,10360,VMD
77,2014-05-06,8109,8109,8109,8109,500,VMD
78,2014-05-07,8109,8109,8109,8109,6000,VMD
79,2014-05-08,7910,7910,7560,7560,24690,VMD
80,2014-05-09,8060,8060,7660,8060,420,VMD
81,2014-05-12,8060,8060,7610,8060,3240,VMD
82,2014-05-13,7860,7960,7510,7960,4340,VMD
83,2014-05-14,7760,7960,7760,7960,520,VMD
84,2014-05-15,7960,8270,7860,7860,7390,VMD
85,2014-05-16,8370,8370,8060,8370,2000,VMD
86,2014-05-19,8109,8109,8109,8109,10,VMD
87,2014-05-20,8109,8109,7710,7710,12810,VMD
88,2014-05-21,7760,7960,7660,7660,10200,VMD
89,2014-05-22,7710,8060,7710,8060,20230,VMD
90,2014-05-23,8060,8060,8060,8060,0,VMD
91,2014-05-26,7560,8109,7560,8109,4220,VMD
92,2014-05-27,7860,8060,7860,8060,2500,VMD
93,2014-05-28,8109,8109,8109,8109,1500,VMD
94,2014-05-29,8109,8109,8109,8109,1000,VMD
95,2014-05-30,8010,8109,8010,8109,3520,VMD
96,2014-06-02,8109,8109,8109,8109,0,VMD
97,2014-06-03,8109,8109,8109,8109,0,VMD
98,2014-06-04,7860,7860,7810,7810,5060,VMD
99,2014-06-05,7810,8109,7810,8010,210,VMD
100,2014-06-06,8170,8170,8170,8170,10,VMD
101,2014-06-09,7810,8060,7810,8060,13490,VMD
102,2014-06-10,8060,8060,8060,8060,0,VMD
103,2014-06-11,8320,8320,8170,8320,30,VMD
104,2014-06-12,7860,7860,7860,7860,10,VMD
105,2014-06-13,7860,8109,7860,8060,2440,VMD
106,2014-06-16,8060,8060,8060,8060,1630,VMD
107,2014-06-17,8060,8060,8060,8060,0,VMD
108,2014-06-18,8109,8109,8109,8109,10,VMD
109,2014-06-19,8109,8109,8109,8109,0,VMD
110,2014-06-20,7860,8320,7860,8320,110,VMD
111,2014-06-23,8060,8320,7860,8320,7500,VMD
112,2014-06-24,8010,8010,8010,8010,230,VMD
113,2014-06-25,8010,8220,8010,8220,320,VMD
114,2014-06-26,8220,8220,8109,8109,1500,VMD
115,2014-06-27,8109,8109,8010,8109,2600,VMD
116,2014-06-30,8109,8109,8109,8109,200,VMD
117,2014-07-01,8109,8109,8060,8060,10380,VMD
118,2014-07-02,8060,8060,8060,8060,40,VMD
119,2014-07-03,8520,8620,8109,8109,19260,VMD
120,2014-07-04,8220,8270,8220,8270,12500,VMD
121,2014-07-07,8270,8270,8109,8270,22140,VMD
122,2014-07-08,8220,8220,8220,8220,490,VMD
123,2014-07-09,8170,8270,8170,8270,1650,VMD
124,2014-07-10,8170,8170,8109,8109,20480,VMD
125,2014-07-11,8270,8270,8270,8270,20,VMD
126,2014-07-14,8170,8270,8170,8170,17610,VMD
127,2014-07-15,8170,8170,8170,8170,500,VMD
128,2014-07-16,8170,8270,8109,8270,6210,VMD
129,2014-07-17,8270,8270,8270,8270,0,VMD
130,2014-07-18,8109,8109,8109,8109,4100,VMD
131,2014-07-21,8109,8220,8109,8220,2540,VMD
132,2014-07-22,8109,8109,8109,8109,220,VMD
133,2014-07-23,8170,8170,8109,8109,5320,VMD
134,2014-07-24,8220,8220,8170,8170,2500,VMD
135,2014-07-25,8170,8170,8170,8170,1100,VMD
136,2014-07-28,8109,8109,8109,8109,23380,VMD
137,2014-07-29,8109,8220,8109,8220,2030,VMD
138,2014-07-30,8220,8220,8220,8220,10,VMD
139,2014-07-31,8170,8170,8170,8170,2000,VMD
140,2014-08-01,8320,8520,8320,8520,40,VMD
141,2014-08-04,8370,8370,8370,8370,40,VMD
142,2014-08-05,8370,8470,8370,8470,320,VMD
143,2014-08-06,8470,8470,8420,8420,440,VMD
144,2014-08-07,8420,8420,8420,8420,0,VMD
145,2014-08-08,8320,8320,8320,8320,1710,VMD
146,2014-08-11,8880,8880,8880,8880,51600,VMD
147,2014-08-12,9130,9130,8770,8880,55110,VMD
148,2014-08-13,8980,9080,8880,8930,21480,VMD
149,2014-08-14,9130,9530,9130,9530,204020,VMD
150,2014-08-15,9740,9990,9690,9890,47850,VMD
151,2014-08-18,10140,10140,9840,9890,69750,VMD
152,2014-08-19,9890,9890,9740,9740,114440,VMD
153,2014-08-20,9790,9890,9740,9840,10200,VMD
154,2014-08-21,9840,9840,9640,9690,23230,VMD
155,2014-08-22,9740,9790,9690,9740,37600,VMD
156,2014-08-25,9740,10020,9740,10020,15670,VMD
157,2014-08-26,9960,9960,9790,9850,8790,VMD
158,2014-08-27,9910,9910,9790,9790,3400,VMD
159,2014-08-28,9790,9790,9680,9790,18460,VMD
160,2014-08-29,9740,9790,9680,9680,21670,VMD
161,2014-09-03,9680,10020,9680,10020,1030,VMD
162,2014-09-04,9960,9960,9910,9960,194240,VMD
163,2014-09-05,9960,9960,9850,9850,11200,VMD
164,2014-09-08,9850,9910,9740,9740,7550,VMD
165,2014-09-09,9790,9790,9620,9680,5840,VMD
166,2014-09-10,9740,9740,9680,9680,7100,VMD
167,2014-09-11,9680,9680,9620,9680,17840,VMD
168,2014-09-12,9680,9680,9680,9680,1980,VMD
169,2014-09-15,9680,10130,9680,10020,5310,VMD
170,2014-09-16,9680,9790,9620,9790,210,VMD
171,2014-09-17,9960,9960,9620,9850,330,VMD
172,2014-09-18,9510,9570,9510,9510,3000,VMD
173,2014-09-19,9510,9850,9510,9850,310,VMD
174,2014-09-22,9680,9850,9620,9620,6410,VMD
175,2014-09-23,9620,9620,9510,9620,5900,VMD
176,2014-09-24,9620,9620,9620,9620,0,VMD
177,2014-09-25,10080,10080,9790,9790,110,VMD
178,2014-09-26,9790,9910,9790,9790,3650,VMD
179,2014-09-29,10080,10130,9850,9850,19540,VMD
180,2014-09-30,9850,9850,9850,9850,70,VMD
181,2014-10-01,9620,9850,9340,9850,380,VMD
182,2014-10-02,9850,9910,9850,9850,9500,VMD
183,2014-10-03,9850,9850,9680,9850,5730,VMD
184,2014-10-06,9620,10130,9620,10130,2020,VMD
185,2014-10-07,10020,10810,10020,10810,15360,VMD
186,2014-10-08,10810,10810,10190,10190,11410,VMD
187,2014-10-09,10190,10250,10190,10250,8000,VMD
188,2014-10-10,10190,10470,10190,10470,1710,VMD
189,2014-10-13,10470,10760,10470,10470,7670,VMD
190,2014-10-14,10190,10420,10190,10420,1060,VMD
191,2014-10-15,10420,10420,10420,10420,600,VMD
192,2014-10-16,9850,9910,9850,9910,2020,VMD
193,2014-10-17,10250,10250,10250,10250,10,VMD
194,2014-10-20,10250,10250,10250,10250,0,VMD
195,2014-10-21,9620,10130,9620,9620,6940,VMD
196,2014-10-22,10020,10190,9910,9910,12050,VMD
197,2014-10-23,10590,10590,10190,10190,610,VMD
198,2014-10-24,10190,10190,10190,10190,0,VMD
199,2014-10-27,10190,10190,10190,10190,0,VMD
200,2014-10-28,10020,10020,10020,10020,10,VMD
201,2014-10-29,10080,10080,10080,10080,200,VMD
202,2014-10-30,9790,10190,9790,10080,700,VMD
203,2014-10-31,10080,10080,9910,9910,3550,VMD
204,2014-11-03,9910,10190,9790,9790,11470,VMD
205,2014-11-04,9790,10190,9790,10190,7380,VMD
206,2014-11-05,9790,10130,9790,10130,2100,VMD
207,2014-11-06,10130,10130,10130,10130,0,VMD
208,2014-11-07,9790,10130,9790,10080,630,VMD
209,2014-11-10,10080,10080,10080,10080,0,VMD
210,2014-11-11,9910,10020,9910,10020,670,VMD
211,2014-11-12,10020,10020,10020,10020,0,VMD
212,2014-11-13,9960,10020,9960,10020,380,VMD
213,2014-11-14,9910,9910,9620,9850,7990,VMD
214,2014-11-17,9910,9910,9910,9910,1000,VMD
215,2014-11-18,9910,9910,9910,9910,1360,VMD
216,2014-11-19,9910,9910,9910,9910,2650,VMD
217,2014-11-20,10020,10020,10020,10020,4050,VMD
218,2014-11-21,10250,10250,9960,10020,15270,VMD
219,2014-11-24,9850,10190,9850,10190,2490,VMD
220,2014-11-25,10020,10190,9910,10190,8800,VMD
221,2014-11-26,10190,10190,10020,10130,11600,VMD
222,2014-11-27,10250,10250,10250,10250,1460,VMD
223,2014-11-28,10250,10300,10250,10300,3540,VMD
224,2014-12-01,10300,10360,10300,10360,4360,VMD
225,2014-12-02,10420,10420,10020,10360,6740,VMD
226,2014-12-03,10190,10300,10190,10300,3510,VMD
227,2014-12-04,10300,10360,10250,10250,12250,VMD
228,2014-12-05,10420,10420,10420,10420,2010,VMD
229,2014-12-08,10420,10640,10360,10640,34910,VMD
230,2014-12-09,10470,10470,10420,10470,4410,VMD
231,2014-12-10,10470,10700,10360,10700,8390,VMD
232,2014-12-11,10470,10640,10470,10640,700,VMD
233,2014-12-12,10470,10470,10470,10470,1000,VMD
234,2014-12-15,10530,10530,10530,10530,500,VMD
235,2014-12-16,10530,10530,10360,10470,2610,VMD
236,2014-12-17,10470,10470,9790,10470,7600,VMD
237,2014-12-18,10190,11150,10190,11150,23630,VMD
238,2014-12-19,11040,11040,11040,11040,500,VMD
239,2014-12-22,11040,11040,10930,10930,250,VMD
240,2014-12-23,10930,10930,10930,10930,500,VMD
241,2014-12-24,10530,11660,10530,11320,15020,VMD
242,2014-12-25,11610,11660,10760,11210,3160,VMD
243,2014-12-26,11150,11150,10760,10760,1000,VMD
244,2014-12-29,11270,11270,10530,10810,24780,VMD
245,2014-12-30,10640,10760,10640,10760,1010,VMD
246,2014-12-31,10700,10980,10640,10980,1440,VMD
247,2015-01-05,10760,10760,10530,10590,1200,VMD
248,2015-01-06,10470,10530,10420,10420,9880,VMD
249,2015-01-07,10760,10760,10760,10760,500,VMD
250,2015-01-08,10760,10760,10760,10760,0,VMD
251,2015-01-09,10700,10700,10700,10700,50,VMD
252,2015-01-12,10590,10590,10530,10530,700,VMD
253,2015-01-13,11270,11270,11100,11270,5010,VMD
254,2015-01-14,10700,10760,10530,10760,1840,VMD
255,2015-01-15,11210,11210,11210,11210,10,VMD
256,2015-01-16,11210,11210,11210,11210,0,VMD
257,2015-01-19,11210,11210,11210,11210,0,VMD
258,2015-01-20,10530,10870,10470,10870,3500,VMD
259,2015-01-21,10980,11040,10980,11040,10330,VMD
260,2015-01-22,11100,11100,11100,11100,10,VMD
261,2015-01-23,11040,11320,11040,11320,4600,VMD
262,2015-01-26,11320,11320,10530,11270,540,VMD
263,2015-01-27,11320,11320,11320,11320,10,VMD
264,2015-01-28,10760,11100,10760,11100,500,VMD
265,2015-01-29,11100,11100,11100,11100,0,VMD
266,2015-01-30,11040,11040,10360,10360,9020,VMD
267,2015-02-02,10530,10530,10360,10360,3050,VMD
268,2015-02-03,10360,10360,10360,10360,0,VMD
269,2015-02-04,10760,10760,10760,10760,10,VMD
270,2015-02-05,10760,10760,10760,10760,0,VMD
271,2015-02-06,10760,10760,10760,10760,0,VMD
272,2015-02-09,10760,10760,10760,10760,0,VMD
273,2015-02-10,10760,10760,10760,10760,0,VMD
274,2015-02-11,10470,10640,10470,10640,5010,VMD
275,2015-02-12,10470,10470,10470,10470,700,VMD
276,2015-02-13,10470,10530,10470,10470,17000,VMD
277,2015-02-24,10470,10810,10470,10760,380,VMD
278,2015-02-25,10760,10760,10760,10760,0,VMD
279,2015-02-26,10470,10470,10470,10470,2000,VMD
280,2015-02-27,10760,10760,10760,10760,550,VMD
281,2015-03-02,10760,10760,10700,10700,200,VMD
282,2015-03-03,10700,10700,10700,10700,0,VMD
283,2015-03-04,10760,10760,10760,10760,20,VMD
284,2015-03-05,10640,10640,10640,10640,10,VMD
285,2015-03-06,10640,10640,10640,10640,0,VMD
286,2015-03-09,10640,10640,10640,10640,0,VMD
287,2015-03-10,10640,10640,10640,10640,0,VMD
288,2015-03-11,10980,10980,10590,10810,320,VMD
289,2015-03-12,10810,10810,10810,10810,0,VMD
290,2015-03-13,10250,10470,10250,10250,50,VMD
291,2015-03-16,10590,10590,10470,10470,2940,VMD
292,2015-03-17,10810,10810,10360,10760,1040,VMD
293,2015-03-18,10760,10760,10760,10760,0,VMD
294,2015-03-19,10930,10930,10930,10930,20,VMD
295,2015-03-20,10760,10870,10640,10870,23490,VMD
296,2015-03-23,11210,11210,11040,11040,210,VMD
297,2015-03-24,10530,11040,10530,11040,210,VMD
298,2015-03-25,10700,10700,10700,10700,700,VMD
299,2015-03-26,10700,10700,10700,10700,0,VMD
300,2015-03-27,10470,10470,10360,10360,3260,VMD
301,2015-03-30,10760,10980,10420,10980,15140,VMD
302,2015-03-31,10980,10980,10980,10980,0,VMD
303,2015-04-01,10980,10980,10980,10980,0,VMD
304,2015-04-02,10760,10760,10760,10760,440,VMD
305,2015-04-03,10760,10760,10760,10760,0,VMD
306,2015-04-06,10980,10980,10980,10980,50,VMD
307,2015-04-07,11270,11270,10980,11040,1900,VMD
308,2015-04-08,10470,11040,10470,10980,9460,VMD
309,2015-04-09,11660,11660,11610,11610,510,VMD
310,2015-04-10,11610,11780,11610,11780,90,VMD
311,2015-04-13,10980,11550,10980,11440,4480,VMD
312,2015-04-14,11440,11440,11440,11440,0,VMD
313,2015-04-15,11040,11320,11040,11320,1800,VMD
314,2015-04-16,11270,11270,11270,11270,10,VMD
315,2015-04-17,11210,11210,11210,11210,2040,VMD
316,2015-04-20,11210,11210,11210,11210,0,VMD
317,2015-04-21,11210,11210,11210,11210,0,VMD
318,2015-04-22,11210,11210,11210,11210,0,VMD
319,2015-04-23,10590,11210,10590,10760,4320,VMD
320,2015-04-24,10760,11150,10530,11150,1040,VMD
321,2015-04-27,11320,11320,10760,11320,1640,VMD
322,2015-05-04,11040,11100,11040,11040,2550,VMD
323,2015-05-05,11210,11210,11100,11100,310,VMD
324,2015-05-06,11040,11040,11040,11040,4100,VMD
325,2015-05-07,11150,11150,10930,10980,9570,VMD
326,2015-05-08,11100,11100,10980,10980,9220,VMD
327,2015-05-11,11040,11040,10700,10870,8540,VMD
328,2015-05-12,10930,11210,10930,11150,6860,VMD
329,2015-05-13,11150,11320,11150,11320,2260,VMD
330,2015-05-14,11270,11320,11270,11320,11600,VMD
331,2015-05-15,11320,11320,11150,11150,3830,VMD
332,2015-05-18,11320,11890,11320,11890,206410,VMD
333,2015-05-19,12680,12680,12510,12680,116450,VMD
334,2015-05-20,13530,13530,13530,13530,32930,VMD
335,2015-05-21,13590,14040,12790,13760,51570,VMD
336,2015-05-22,14100,14100,13020,13530,37010,VMD
337,2015-05-25,13300,14150,13080,13980,20680,VMD
338,2015-05-26,13980,13980,13300,13300,35590,VMD
339,2015-05-27,13300,13980,13300,13700,25820,VMD
340,2015-05-28,13760,14610,13760,14610,46650,VMD
341,2015-05-29,14610,15620,14610,15620,42860,VMD
342,2015-06-01,15740,16700,15740,16640,54390,VMD
343,2015-06-02,15910,16980,15910,16190,26090,VMD
344,2015-06-03,16980,16980,15850,16300,9310,VMD
345,2015-06-04,15910,16360,15620,16300,18590,VMD
346,2015-06-05,15850,16250,15680,15680,8380,VMD
347,2015-06-08,16250,16250,15570,15850,21400,VMD
348,2015-06-09,16190,16190,15850,15850,22050,VMD
349,2015-06-10,15620,15620,15570,15570,1220,VMD
350,2015-06-11,15790,15790,15400,15400,6150,VMD
351,2015-06-12,15740,16079,15120,15290,6330,VMD
352,2015-06-15,15570,16020,15570,15960,5240,VMD
353,2015-06-16,15340,15850,15340,15850,1340,VMD
354,2015-06-17,15340,15790,15340,15790,410,VMD
355,2015-06-18,15290,15570,15290,15570,27400,VMD
356,2015-06-19,15400,15850,15290,15290,8080,VMD
357,2015-06-22,15290,15290,14950,15290,4180,VMD
358,2015-06-23,14780,14950,14720,14950,5450,VMD
359,2015-06-24,15000,15170,14830,14830,15220,VMD
360,2015-06-25,14780,14830,14720,14830,11170,VMD
361,2015-06-26,15000,15000,14610,14950,4520,VMD
362,2015-06-29,14610,14610,14380,14380,2320,VMD
363,2015-06-30,14270,14610,14270,14610,1690,VMD
364,2015-07-01,14720,14720,14270,14270,2770,VMD
365,2015-07-02,14270,14610,14270,14610,1060,VMD
366,2015-07-03,14720,14720,14720,14720,3500,VMD
367,2015-07-06,14660,14720,14550,14550,11000,VMD
368,2015-07-07,14720,15000,14720,15000,13010,VMD
369,2015-07-08,14780,15170,14720,15170,5200,VMD
370,2015-07-09,14780,15060,14720,14830,2690,VMD
371,2015-07-10,14890,15230,14890,15230,3500,VMD
372,2015-07-13,15290,15570,14830,15510,5930,VMD
373,2015-07-14,15340,15850,15340,15620,16400,VMD
374,2015-07-15,15620,15850,15510,15570,10780,VMD
375,2015-07-16,15620,16129,15570,15850,55880,VMD
376,2015-07-17,16930,16930,16250,16930,15230,VMD
377,2015-07-20,16530,17040,16530,16810,30700,VMD
378,2015-07-21,16810,16980,16810,16870,35330,VMD
379,2015-07-22,16870,17270,16700,17270,27670,VMD
380,2015-07-23,18120,18120,17950,17950,10600,VMD
381,2015-07-24,17950,17950,17270,17950,31920,VMD
382,2015-07-27,17100,18120,17100,18120,1300,VMD
383,2015-07-28,17040,19020,17040,18060,16520,VMD
384,2015-07-29,17270,18060,17210,18000,3150,VMD
385,2015-07-30,17550,18000,16980,17830,6730,VMD
386,2015-07-31,17040,17660,16760,17270,3380,VMD
387,2015-08-03,17780,17780,17440,17440,20010,VMD
388,2015-08-04,17440,17550,16980,17550,27370,VMD
389,2015-08-05,17550,17950,17270,17780,24510,VMD
390,2015-08-06,17780,17780,17320,17660,4520,VMD
391,2015-08-07,18460,18460,17660,17660,3700,VMD
392,2015-08-10,17550,17660,17550,17550,13650,VMD
393,2015-08-11,17550,17660,17490,17550,13690,VMD
394,2015-08-12,17550,17660,17550,17660,6160,VMD
395,2015-08-13,17720,17780,16980,17550,920,VMD
396,2015-08-14,17550,17720,17550,17720,11510,VMD
397,2015-08-17,17720,17720,17380,17550,5220,VMD
398,2015-08-18,17270,17490,16420,17490,12320,VMD
399,2015-08-19,16760,16810,16760,16760,13440,VMD
400,2015-08-20,16360,16590,15910,16590,5690,VMD
401,2015-08-21,16530,16530,16470,16530,75690,VMD
402,2015-08-24,16470,16530,16360,16420,51080,VMD
403,2015-08-25,15620,16300,15620,16300,10090,VMD
404,2015-08-26,16870,16870,16870,16870,10,VMD
405,2015-08-27,16870,16870,16870,16870,0,VMD
406,2015-08-28,15850,16590,15850,16590,5400,VMD
407,2015-08-31,16590,16590,16590,16590,0,VMD
408,2015-09-01,16590,16590,16590,16590,0,VMD
409,2015-09-03,16590,16590,16590,16590,21550,VMD
410,2015-09-04,15570,16530,15570,16530,380,VMD
411,2015-09-07,16530,16530,16530,16530,0,VMD
412,2015-09-08,15850,16360,15850,16360,1010,VMD
413,2015-09-09,16470,16470,16360,16360,20,VMD
414,2015-09-10,16530,16530,16530,16530,110,VMD
415,2015-09-11,16360,16360,16360,16360,35000,VMD
416,2015-09-14,16360,16360,16360,16360,0,VMD
417,2015-09-15,16360,16360,16360,16360,0,VMD
418,2015-09-16,16360,16360,16360,16360,0,VMD
419,2015-09-17,15850,16420,15790,15850,5490,VMD
420,2015-09-18,16360,16360,16360,16360,10,VMD
421,2015-09-21,16420,16420,16300,16300,56010,VMD
422,2015-09-22,16420,16420,16420,16420,60000,VMD
423,2015-09-23,17270,17270,16420,16930,4140,VMD
424,2015-09-24,16930,16930,16870,16870,50410,VMD
425,2015-09-25,17210,17210,16930,16930,40,VMD
426,2015-09-28,16980,16980,16930,16930,95120,VMD
427,2015-09-29,16980,16980,16420,16870,2330,VMD
428,2015-09-30,16420,16590,16420,16420,3720,VMD
429,2015-10-01,16700,16700,16590,16590,1790,VMD
430,2015-10-02,17320,17320,16100,17260,2680,VMD
431,2015-10-05,17920,18170,17920,17920,150830,VMD
432,2015-10-06,17800,17920,17800,17920,210,VMD
433,2015-10-07,17860,17860,17860,17860,102000,VMD
434,2015-10-08,17070,17320,17070,17070,105270,VMD
435,2015-10-09,17560,17560,17560,17560,20000,VMD
436,2015-10-12,17070,17320,17070,17320,420,VMD
437,2015-10-13,16340,17560,16340,17380,112500,VMD
438,2015-10-14,17380,17440,17380,17440,138550,VMD
439,2015-10-15,16400,17380,16400,17380,160,VMD
440,2015-10-16,17380,17380,17010,17190,93710,VMD
441,2015-10-19,17380,17440,17070,17380,184420,VMD
442,2015-10-20,17380,17380,17380,17380,0,VMD
443,2015-10-21,17320,17320,16160,16400,4230,VMD
444,2015-10-22,16340,16340,15310,15310,126750,VMD
445,2015-10-23,16340,16340,14280,15190,18160,VMD
446,2015-10-26,16160,16160,15490,15490,14540,VMD
447,2015-10-27,16470,16470,15490,15490,26260,VMD
448,2015-10-28,15130,16280,15130,16040,134450,VMD
449,2015-10-29,15010,16710,15010,16530,151570,VMD
450,2015-10-30,16590,16590,15490,16340,172260,VMD
451,2015-11-02,16340,16340,16160,16160,141200,VMD
452,2015-11-03,16040,16340,15070,16340,15410,VMD
453,2015-11-04,16280,16280,16160,16280,44070,VMD
454,2015-11-05,17320,17320,17260,17260,139040,VMD
455,2015-11-06,17130,17130,16530,16530,51650,VMD
456,2015-11-09,16950,16950,15490,15490,154530,VMD
457,2015-11-10,16340,16340,16340,16340,78000,VMD
458,2015-11-11,16340,16650,16160,16530,156570,VMD
459,2015-11-12,15920,16400,15920,16400,12510,VMD
460,2015-11-13,16340,16340,16100,16100,49060,VMD
461,2015-11-16,17190,17190,16470,17190,10750,VMD
462,2015-11-17,17920,18350,17920,17920,132050,VMD
463,2015-11-18,18170,19080,18110,18410,177550,VMD
464,2015-11-19,18530,18530,17380,18230,16430,VMD
465,2015-11-20,18230,18470,17980,18410,49020,VMD
466,2015-11-23,18410,19020,17740,18530,82950,VMD
467,2015-11-24,18530,19020,18290,18470,21100,VMD
468,2015-11-25,18710,18710,18710,18710,110,VMD
469,2015-11-26,18350,18960,18230,18230,10010,VMD
470,2015-11-27,18230,18350,17130,17130,68480,VMD
471,2015-11-30,16400,18230,16400,17130,10560,VMD
472,2015-12-01,17010,17620,17010,17380,165360,VMD
473,2015-12-02,17260,17380,17260,17260,50210,VMD
474,2015-12-03,18110,18110,17380,17380,24050,VMD
475,2015-12-04,16890,18050,16890,17920,106720,VMD
476,2015-12-07,17380,18170,17190,17190,25200,VMD
477,2015-12-08,17320,17800,17320,17500,29220,VMD
478,2015-12-09,17500,17560,17500,17500,6490,VMD
479,2015-12-10,17260,17620,16950,16950,14540,VMD
480,2015-12-11,17620,17680,17320,17680,11630,VMD
481,2015-12-14,17380,17620,17380,17620,206520,VMD
482,2015-12-15,17920,18290,17620,18290,274450,VMD
483,2015-12-16,18290,19560,18290,19560,277070,VMD
484,2015-12-17,20900,20900,18900,19440,26230,VMD
485,2015-12-18,18410,20660,18410,18710,11830,VMD
486,2015-12-21,17740,18230,17740,17980,11130,VMD
487,2015-12-22,17740,17980,17010,17320,25920,VMD
488,2015-12-23,17320,18470,17130,17380,64090,VMD
489,2015-12-24,18170,18170,17440,17500,3530,VMD
490,2015-12-25,18530,18710,17920,18710,159280,VMD
491,2015-12-28,19140,19200,18840,18840,269670,VMD
492,2015-12-29,18840,19440,18050,19140,63710,VMD
493,2015-12-30,18840,19380,18230,18290,20410,VMD
494,2015-12-31,18230,18290,18050,18290,7010,VMD
495,2016-01-04,18470,18470,17980,17980,40510,VMD
496,2016-01-05,18350,18350,18230,18230,137890,VMD
497,2016-01-06,18840,19140,18530,18530,3010,VMD
498,2016-01-07,18230,18530,18230,18530,7120,VMD
499,2016-01-08,18530,18840,18530,18840,2240,VMD
500,2016-01-11,18840,18840,18840,18840,170150,VMD
501,2016-01-12,18960,19140,18470,19080,152840,VMD
502,2016-01-13,19320,19440,18530,19440,52040,VMD
